1.8198895454406738,1.785219669342041,390.979
1.7859127521514893,1.7739429473876953,394.185

1.1458091735839844,1.1328423023223877,611.140
1.932316780090332,1.8963778018951416,585.945
1.8540406227111816,1.8271136283874512,669.409
1.4239702224731445,1.4072372913360596,598.990
1.9854412078857422,1.9605045318603516,607.061
2.168860912322998,2.1419670581817627,603.162
1.9274370670318604,1.9005017280578613,598.848
2.0200650691986084,1.9951331615447998,546.676
1.421393871307373,1.4084415435791016,471.825
1.253476619720459,1.221564531326294,520.232
1.0454139709472656,1.032447099685669,563.674
1.9574220180511475,1.9335033893585205,548.958
